Comment,Score
"I never write reviews but had to share my terrible experience so that others don't make the same mistake that I've made. I had been on Yasmin for years, my doctor suggested I switch to a generic since it's free (as opposed to $20) so I gave it a shot for a month. I have one more day on Zarah and here are the side effects I've experienced in that time: nausea, severe moodiness, dizziness, yeast infection, swollen tongue cystic acne, loss of appetite yet weight gain. I'm a healthy, active 31-year old woman without any other medical issues. Avoid this pill!!",1
Was waste of my money didn't last as long as they said it did.,1
I have a seizure disorder and hypothyroidism and pre-diabetes. After just two doses had complete insomnia and horrible dizziness. Then a horrific headache. Maybe it was from my other meds or the seizure disorder but I can't take this medication.,1
"Had a bad reaction of hives and burning skin to this medicine.  Tried it twice, worse reaction second time. Not good.",1
I gained 13 pounds rapidly I was only on the medication for less than a month. I also experienced asthma type symptoms. I am not an overweight person and I am very athletic but was diagnosed with HBP. I stopped taking Benicar and my lungs are back to normal and the weight gained stopped. I know it was the medication because the extra weight went away.,1
"My 8 year old son was prescribed 2mg in the morning. He has  been on it for two weeks. At first it helped him concentrate in school but he was still aggressive with his sister and others. Week two, he now cries almost everyday at school and at home. He constantly talks about death. He keeps asking me if I will wait for him in heaven when I die. It is awful to see my innocent little boy go through this. I took him off of it right away. Vyvanse worked for him a lot better at the lowest dosage.",1
"Back pain, vomiting, fever, stomach pain",1
Does not work for me at all. If I increase dosage it just makes me feel weird and lightheaded and a little bit dizzy.,1
I took Mucinex D 7 hours ago and I can't sleep and my sinus' didn't clear up a bit. ,1
"Please do your homework before taking this awful drug. My Dr. never told me about any potential side effects and I got them ALL. So sick for months with severe lower back pain radiating around the front. Severe upper GI issues with nausea and haven't been able to eat for months. Lost 12 lbs so fast that my skin is all wrinkles and lose. I look 20 years older than before taking this drug. Spent so much time at Dr's trying to figure out what was wrong with me and all tests came back negative. Only possible thing is Prolia shot. Headaches, chronic fatigue, poor sleep. Ended up in ER thinking I was having a heart attack...pain was debilitating. At least I found out my heart is good. Have had 3 additional episodes like this. BEWARE",1
I have been on Deplin 12mg for about 3.2 months. I have the mutation and was hopeful that this would help. I noticed no change whatsoever in my anxiety or depression. I also started having severe joint pain and nothing had changed but adding Deplin. My doctor recommended that I stop the Deplin. I have been off for 3 days and continue to have joint pain. Would love to hear from others with a similar experience.,1
"I was instructed to take this as needed for anxiety, however, it never helped. Which surprised my providers. I went through multiple doses before I was finally able to stop it and switch to a much more effective medication.",1
Absolutely doesn't work. I'm a 70 year old male. I exercise daily for 30 minutes and I eat a healthy diet. Just couldn't control portions. After 2 months I gained 1 pound. I had high hopes but this pill is a waste of time and money.,1
I'm 37 and didn't always have issues with BP. I have been Norvasv 2.2.mg for about a month. It has made me worse. I have been to the ER twice because I feel lightheadedness. I feel like I am going to faint. I do not understand. I never had any issues until I started taking this medication. Has anybody else gone through this? Both hospitals couldn't find anything.,1
I have been taking since May and I am sick every day. I have never felt this bad taking any medication my doctor is going to have to put me on something different.,1
worst birth controL. BADDD MOOD SWINGS! ive been taking for about a year and ive noticed all i do is cry over dumb shit. I am starting to have really bad anxiety and i quit i didnt even finish the whole back. everytime near my period i get angry . dont take this. please.,1
"Dr tried to get me to switch to this from Ambien.  I finally gave in and was given six 12mg samples.  I am on the 2th night, and have fallen asleep 1 time before 2am.  Tonight I took it at 9:30 along with my melatonin ultra and benadryl.  It is now almost 12:30 and I'm wide awake.  I'll probably get some sleep around 4a.m. like I generally do, but I will wake up feeling awful.  This drug gives me the worst feeling in the morning, like I'm sleepwalking with a migraine.  I'm going back on the Ambien.",1
Awful experience on depo. Only had one shot - never again. Bleeding non stop for 3+weeks. Serious mood changes and anxiety. Total loss of libido! Been to the docs twice but nothing can counteract it so stuck with it making me feel lousy till it wears off. Do not recommend this contraceptive to other women. I would rather have be sterilised than feel the way I do !,1
Been on opioids for a few years.  Taking Miralax for constipation.  Dr asked this month how my constipation was going. When I mentioned going twice a week she seemed to think that wasn't good so have me samples of movantik 22mg.  Took first time before dinner and it worked great!  Thought I would just take when feeling constipation.  A few days later took a morning dose.  I used the bathroom fine but afterwards Oh the Pain!  The worst stabbing lower intestine pain I've ever felt.  It came in waves for hours.  Bent over thinking of going to the ER.  I've been impacted before and had to go to the ER.  So embrassing but would choose that over mavantix every time!,1
I am almost on my second pack and I have had 3 periods in the time I have been taking this. I'm constantly nauseated and feel the need to throw up &amp;  have painful cramps the first day of each period.,1
"at this point 14 days of pure HELL !!! . Depression, paranoia, extreme fatigue, confusion, disorientation, hallucinations, cycling thoughts. I am convinced this is permanent.",1
It takes about 2 weeks to even start working fully.,1
"In addition to the very, very long periods, pain everyday, weight gain and fatigue. I also experience mood swings which also have been very unhealthy to my relationship. I felt like when I started having hunger pains, or when I got so extremely stressed out, if would trigger my period. I could be on at night time, wake up off, go to work and start stressing, and then my period always comes when the stress does. I'm forever cramping as if I'm on my period.",1
VERY POOR pain control.  difficult to open each dose.  does not stick to cheek well.  does NOT work.,1
"Wanted so much for this to work for me but I had side effects that were not bearable such as severe agitation, high anxiety, and irritability from one pill.",1
"I have been on Camila since I had my baby in July 2012. I breastfeed so this pill was the best for me at the time. I just had a consultation with my primary doctor due to a very big increase in my weight, before starting this pill I had  lost all my baby weight. I am now 22 pounds heavier, the heaviest I've  been all my life. I have had headaches, hairloss, mood swings,low sex drive, and irregular bleeding. After reading all these reviews it has become very clear to me I need to stop this pill immediately.",1
I've been taking lessina for less than 2 months now (for my Pelvic floor myaliga )and I've had a horrible experience so far. The end of the first pack (around the 2 white pill) I started my period and the first 2 days were fine (other than the fact that I'm constantly in pain) but the 3rd day I was terrible I went through 6 pads with a bunch of clots mind you I've never had clots with a period before. So I had to go to the ER.  Which they had to give me IV fluids and pain medication because the pain I had was so much worse than just the usually periods I get. They told me it was from the BC. And I should be switched right away. I also suffer from depression as it is and I've just haven't been able to pick myself up. I've been on so many BCs and nothing helps.,1
"My son 13 was taking this and it made tics worse. Blurred vision, erection. His tongue would do weird thing.",1
"I would never recommend implanon (the rod) as a form of contraception to anybody, I have had mine in almost for the full 3 year term as I was on the pill and kept forgetting to take it, as I was only 18 at the time I needed some form of contraception so I came across implanon. It all sounded well and good but the whole time its given me nothing but grief. I have put on 10kgs, sometimes I don't have my period for 2 months then other times it will be every week on and off heavy bleeding, I am so lethargic and never feel like going anywhere or doing anything and I've also been diagnosed with anxiety since being on this.  The headaches are constant! I CAN NOT WAIT TO GET IT OUT! WOULDNT RECCOMEND TO ANYBODY! especially young girls!",1
"Xulane has been effective as far as keeping me from getting pregnant. However, I have an appointment with my obgyn to switch to a new method asap. I was on Ortho Evra for about 14 years and absolutely loved it. I experienced no side effects. When I was switched by my insurance to Xulane, the symptoms have multiplied. Started with lack of sex drive and intermittent bleeding. More recently, the cramps have become debilitating and I have them 2-3 weeks a month. I feel bloated all the time these days. And upon reading everyone else's reviews, I am beginning to wonder if these extra 2-10 lbs are the result of this medicine as well since I haven't been eating anymore calories than normal.",1
I took two aleve and my back pain hasn't even lessened. Still hurts the same after 4 hours and it's supposed to work for 8-12 hours.,1
"DO NOT I REPEAT DO NOT GET THIS METHOD!! I got the implant on 2/10 (it's been about 3 months) and already this is the worst decision of my life. At first I was so excited to not have to worry about pregnancy scares, forgetting to take my pill, and the nausea I would receive if I took it at the wrong time of day. But man was I taking advantage of that. The first thing that happened was painful cramps and prolonged bleeding, my libido completely ceased to exist and I was uninterested in sex, I noticed the weight gain, gained about 10-12lb already!!Next the acne came but this was awful, cystic acne on my jaw and back and face, now I'm experiencing extreme depression and anxiety. Please do not get this it's not worth the pain.",1
"This is the 4th statin I've tried. After 3 weeks of Pravastatin 10mg, I am sore, stiff, and ache in shoulder, neck, legs and feet. Also feeling like I am not thinking straight, like I am super stupid. I am frustrated because I want to get cholesterol under control but I refuse to try any more statins.",1
I have used the lidocaine patches by Watson for years for osteoporosis in my neck and back and they decreased my pain from a 10 to a 3.  No narcotics needed.  Now I have been given the lidocaine patch made by Milan and they are absolutely HORRIBLE. .WASTE OF MONEY.. USELESS. Not only are they nearly impossible to separate from the plastic backing once you finally get them on they start peeling up immediately. . These are a total waste of money and someone should do something about this because the Mylan company surely doesn't care. .. now I will need to take a pill to help with the pain...,1
"I had the Implanon placed in November of 2011. Since then I have been on my period almost non-stop. I am only 20. I had it originally because I was told I would no longer have a period which meant no cramping. Obviously not the case. I am extremely tired. I have also had very very extreme mood swings, anxiety, depression and so on. Most of which did not occur until a couple of months later. For a while I thought I had something seriously wrong with until I read other reviews of people having the same issue. I have always been a very happy, laid back person. But lately I snap on everyone from my boyfriend to family. I am having it removed.",1
"This did nothing, and I mean nothing, for my cough.  It was a total waste of money and time.",1
"I have had the Oxytrol patch on for only about 24 hours and understand that it takes between 24 and 48 hours to notice any improvement, so I have noticed no improvement yet. It does not stick well and I have had to put adhesive tape around the edges of the patch to keep it on.   I don't know if I picked a bad spot (middle of my stomach) but certain ways it turn, it seems to pinch.  I used nicotine patches years ago and it seems that if these patches were smaller and less rigid, they might adhere a little better.  I like the idea of a patch lasting 3-4 days, but I would prefer using one smaller patch a day if they stuck to the skin better.",2
"Overall no major side effects but I do think I've gained weight. I am very active -strength train 2 days/week  run 20km per week and eat quite healthy around 1200 calories/day and cannot shed this extra 10 lbs. I think it's the Zarah. As far as acne goes, I have mild acne &amp; have not noticed an improvement.",2
I took this as a sleeping aid due to a very hectic schedule that was stressing me out. It did help me go to sleep and stay asleep but I noticed that I was somewhat dizzy at times during the day. Over a six week period the dizziness became worse. I went to an ENT thinking perhaps I had an ear infection that was messing up my balance. He told me to discontinue the diphenhydramine and try valerian root (I didn't want to use any more drugs) and it would take time for the drug to get out of my system. I've been off the med for a week and still have some dizziness going on. This drug is definitely not for continuous use!,2
"I have been on Zoloft for the past two months.  In that time, I have been less angry and anxious.  However, I have gained 20 lbs.  I have had gastric banding surgery and I follow Weight Watchers.  I stay within my food intake guidelines and in the past month I have introduced exercise.  I was losing weight steadily at a healthy rate before I started on Zoloft.  Even though the medication is working to help my anxiety/OCD/and depression, I am willing to try another medication because the weight gain is one of the issues affecting my moods.  It may work for some, but I am finding more and more people who have had a drastic weight gain while taking the medicine.",2
"I began taking Adderall tablets, 12 -22 mg off and on, sometimes using Ritalin tablets instead. Both medications, although chemically different, have been bad for my sex drive. Adderall was preferable as it did not cause me to feel so emotionally vulnerable and 'weepy' as Ritalin. BUT learning that there's a neuro-toxic impact from Adderall that does not occur with Dexedrine has made me ask the question: why not Dexedrine? I do not enjoy the Adderall 'high' I always take every medicine as prescribed AND vacation. Adderall helped me focus but *felt* physically mean. Now my psych doctor has prescribed Dexedrine ER. I look forward to enjoying sex again. ",2
I have been using this pill for 3 years. I feel this pill helped clear up my acne. I have lighter periods and my cramps are not as bad. I would recommend this pill for anyone who has a heavy flow and really bad cramps. Now my period only lasts a few days and hardly any pain....I do however get really emotional and moody! And have a decreased sex drive. I'm thinking about getting off of it because of my mood swings. Hope this helps.,2
I'm only on day 7 of this medication so too early to tell but I'm am experiencing severe nausea as expected ,2
"Today is May 12, I started at a low dose of 22mg cut in half. I do notice I'm not having the fears. My child has a rare cancer with no treatment or cure, so I really thought of her death daily. I'm able to not think negatively now which is healthier for both of us. I have no side effects that I'm aware of yet. I am just starting out and on such a low dose. After reading all others here, I think I would like to stay on a lower dose, maybe less than 100mg. We will see. There is another part of me that just does not want any of this but the reality of it all is, I may feel this way now because the medicines are working. I have been on 100mg of Seroquel for 2 years for sleep. I am going to start to wean down and maybe off it, on Doctor's recommendation of course.",2
"Was on this for about 3 months, normally the time frame for deciding whether or not your body reacts well to a medication. Periods were fine and normal, lasted about 2 days, light to moderate. Still got cramps around the second day and acne about a week or so prior to my period. I started to get inter-menstrual cramping and sharp pain in between periods. Normally if I miss a pill, or few, I can take them all, up to 4, shit happens, and be fine. With this I felt really sick and crampy if I took more than 2. I gained about 12lbs in 3 months, but I also had moved across country and started a new desk job, so cant account that all to the medication. No mood swings or headaches. Definitely increased discharge though.",2
"Bladder infections, inability to urinate.",2
"I started taking Seasonique around October after I finished my last pack of Ortho Tri-Cyclen. I was fine with Ortho Tri-Cyclen, but I wanted to try something new. So far it's been okay. I've noticed my acne has flared up much more then when I was taking Ortho Tri-Cyclen, but I thought it would clear up. As of yet it hasn't gotten much better. My cramps are definitely not making things any better. It's only been 2 months.. So I'll keep on taking Seasonique and hopefully things will improve!",2
I was prescribed Elavil by my Rheumatologist and have been on it for 10 days. He prescribed a dose of 22mg but I am super sensitive to Meds and have only been taking 12.2mg. Let me just start by saying I have been on everything from Zoloft to Lyrica for depression and Fibro. I have had negative experiences with most of them. I was skeptical to even try Elavil after reading some user reviews but decided to give it a try. So far I have noticed that I have more energy and don't feel like I am in a fog.Other side effects I've noticed:1. Dry mouth 2. Weird dreams 3. Tired in am but more energy later on.4. Upper back pain in the A.M. This concerns me. 2.More social 6.No pain relief for Fibro. If anything I am more aware of it.Jury still out ,2
"I have been on Savella for about a year.  The medication greatly reduced my pain. Initially after titrating up I was on 100 mg.  However, it caused my blood pressure to go really high even with the medicine I take for blood pressure.  I reduced the medicine to 20 mg which helped some with the blood pressure . However, the nausea and vomiting, hot flashes, sweating have continued. The nausea and vomiting is bad enough that I am willing to go off the medication.  I am hoping I can find something that will help as well without the side effects.  The benefits are outweighed by the side effects for me.",2
I started taking these pills on December 2013. A month has passed and I have bad migraines that last from morning til night. I stopped taking the pills for two days and those awful headaches stopped. I did enjoy the light periods and they were short..but I'm considering changing to a different pill because the migraines are terrible for me.,2
"I've had Skyla for about a year a 1/2 now. I've never had kids and could never remember to take the pill everyday. First of all, when I went for the procedure, that I was told wouldn't take long and wouldn't be painful, was actually the worst pain I've ever experienced! I PASSED OUT from the pain when she inserted it. Not to mention the cramps I've had continuously every month since having it inserted. I had to see a new Dr due to our hospital closing  I told her I wanted it removed. She did the ultrasound and convinced me to keep it. I've been considering to have it removed  take the pill. I'm just now losing the weight I had put on, taking pills is nothing new for me now. I'm tired of the cramps!",2
"I have been taking Belviq for 1 month, but I'm going to stop because the side effects are too much.  The first week I experienced extreme dizziness, fatigue and muscle soreness.  I powered through and the dizziness finally went away.  However, the extreme fatigue and muscle soreness was too much.  I tried only one pill a day, but it didn't help the side effects.  I stopped taking Belviq three days ago and the muscle soreness is completely gone and the fatigue is better.  I was so tired I couldn't even work a full day and didn't have the energy to hardly walk.  However, it was effective at weight loss.  I lost 4% of my body weight the first month.",2
I was about to give up on this med because of the awful nausea it caused but for the past three days I have been swollowing it down with ginger ale and the nausea has miraculously disapeared.,2
I've been on lexapro for months now but recently i have been experiencing bad nausea at night only. Im thinking about switching if it doesn't stop (night 3),2
"I seem to not be able to focus as well on this as I did on my 20mg adderral but at the same time it didn't last very long, not even close to all day, but its only been 6 weeks so I'm hopeful this will work out!",2
Improvement in erection on a 10mg dose.  Experienced heartburn and pain in back and legs (mitigated by nonsteroidal anti-inflammatory drugs).,2
"I started Qsymia on Saturday, April 22th. I felt fine the first couple days but the last two days I've got a weird feeling in my head and I feel a bit full, like I've eaten too much but I haven't, leg cramps, slight tingling in my feet and itching in my hands (none of which are pleasant). It doesn't make me not want eat entirely but it definitely helps me make better choices. I've had a touch of insomnia and some weird dreams and the weird feeling in my head kind of makes me want to give up but I hopped on the scale before I started typing this and I've also lost 4 lbs so far (I'm 41 years old, 2 and started at 206) I'm going to call my doc tomorrow to be on the safe side. It appears to work but I'm not sure I can continue on like this.",2
"I wasn't near as nervous as I shouldve been before the insertion of Skyla. My doctor said that in some cases your uterus can be pointed a different direction which affects the ease of the insertion, which was my case. Im not sure if this was the reason for my pain but I have never cramped this badly. After having it removed I nearly passed out. I can normally tolerate pain but I've never hurt as bad as I did following the insertion. My cramps were nearly unbearable. I would go through spells that feel how that of contractions would. The cramping eased off after 2 days but it wasnt the end. I'm on my 2th week and although Im not bleeding anymore (I was previously on Depo which made me bleed a consistent 3 1/2 months) It occasionaly cramps.",2
"I am starting on a low dose as I was given a stimulant type at first, which made me feel sick and stopped me sleeping. So now I am on Atomxetine but just a low dose as I seem to suffer badly with side effects. At my recent assessment, the doc told me to increase dose to 40mg, then 80, but I decided to start on 20 mg, then 40 second week. Only I am finding I can't sleep so I am going to try to take about 2 hours before bedtime, see if that helps. Not sure what to do if these don't work ...Any advice would be grateful, thanks",2
"First glass okay, then started to vomit. Forced myself the other half a litre due to operation however could drink no more as I was terribly ill vomiting. My operation had to be postponed. I am now waiting an alternative. Moviprep is gross to drink but does make the bowels move.",2
"Only 1 week on this 1 pill 3 times a day. I haven't drank anything, but I haven't been in any situations that I would drink yet. I'm a binge drinker. At home I don't drink at all. If I'm out at a casino or bowling I'll go nuts and forget what happens the next day.",2
"Flomax (Tamsulonsin hydrochlorid) helped me to uriniate normally. It did make me feel very tired and weak. I was taking one 0.4 mg a day. I started taking it with breakfast, but switched to taking it after dinner. That helped with most of the tiredness.",2
"I'm 27 years old and have been on Yaz for a year.  Overall my periods were lighter and shorter, but Yaz has severely decreased my sex drive.  It also makes me feel emotionally flat. I'm switching to another pill.",2
I started taking this medication due to an inability to go to sleep. For some reason it knocks me out no matter what doseage I take. 8mg is the same effect as 20mg. I sleep at least 8-9 hours straight and feel hungover the next day. It definitely makes me sleep but I have strange dreams and wake up feeling terrible the next day.,2
"I started using Lutera for birth control and to regulate my periods.  I thought that it was working fine for the first 6 months but I started to put all my health concerns together.  I already have a lot of health concerns and it seemed to lower my immune system so I got sick all the time.  I got colds, flu, bronchitis, and was always having migraines.  I stopped using it for a month and noticed I felt much better.  I started it up again and boom, within a week I felt bad again.  ",2
"Kept my schizophrenia in check but way too sedating. Gained 20 pounds in 6 months, hard to wake up in morning, going to try something else.",2
I agree this product will make you drop the pounds. I took it a few years ago to lose weight after having a baby. In 6 weeks I lost 17 lbs. I have gained that wieght back plus more. I've decided to try it again. I have so much energy I can't sit still. The down side is I can't concentrate. I'm very moody. I can't fall asleep for at least an hour after going to bed. Sometimes I can feel my heart beating to fast. If I don't start showing serious weight loss I may stop taking it because of all the side effects.,2
"Several years ago I was prescribed Abilify as an add on to my Paxil 20 mg. Which I've been taking for 24 yrs for Major Depression. It was amazing. I was so happy. I became interested again in things that I used to enjoy. Unfortunately my only bad side effect was that it made me cry for absolutely no reason. I could be talking to someone about anything at all, and the tears would start. I had to stop taking it because nobody wanted to be around me anymore. My doctor has never heard of this happening with Abilify. Lucky me.",2
"Currently on Crestor 20mg but I cut it in half and only take maybe twice/week and experiencing mild joint aches, upset stomach in the AM hours after taking before bedtime the night before. I also tend to forget minor things such as keys in the truck, lunch in the fridge for work but not to often. I am 44 years old and have been on med for about 3 years now. I believe I will ask doctor to prescribe a milder med if possible on my next appointment.",2
"This is my 3rd day on contrave and the side effects are what are worrying me. Severe nausea comes and goes throughout the day. Sometimes it gets so bad I can't even get up and move around. I have also had sporadic hot flashes and excessive sweating. The worst side effect I saw it was on the first and second day hello when I would have terrible drowsiness to the point where I had to hold my eyelids open just stay alert and aware of my surroundings. I'm not going to stop taking the medication but I'm worried because my doctor prescribed for me to increase a pill each week until I am on 4 pills a day. I'm a female, 22 years old, 2'3  weigh 223lbs. Is this too intense of an increase? Suggestions are appreciated.",2
"I am a person who has suffered from constant yeast infections for a long time.If you stared too hard at me I might catch one .Everything irritated me from body wash/jacuzzi water/ or anything with a scent would have me right back in the dr's office. I usually prefer diflucan pills because it works but I wanted to try a different route because even though diflucan gets rid of the problem,it seems to always come back.I bought these pills from a local Walgreens and I took one orally and it did make me feel a little weird and I inserted one vaginally but it did not hurt.Slight stinging every so often but it's nothing major.I hope this works !",2
"I have had Mirena for four months now.  The insertion was quite painful but I had I had to get it done in the middle of my cycle instead of during my period so I guess more pain is normal then.  My cystic acne has come back in full force in four months and I spot brown very randomly but I suppose both of those could be due to other stresses in my life.  I am also feeling a little depressed and unmotivated, definitely gaining weight without much change in lifestyle. I am 31 with no kids, perhaps I need to work harder on my body now but 12 lbs in four months is a LOT for me.  I will give it six months to see if things level out.",2
I started Vyvanse at 12 after a 2 year run on Concerta which I hated. When I started Vyvanse I was 2'8 120lbs. I started on the 30 mg dose and within a year was down to 132 pounds. The medicine works like a charm but makes it near impossible for me to eat.,2
"I have only been on the Nuvaring for about 2 months now. This was very effective for the first month about.  After I inserted my next ring I have not stopped bleeding and its not just light spotting, its heavy bleeding most of the time.  Like it'll seem like it went away but then it'll either come back on its own or really bad when I have sex.  Also, it is giving me a lack of lubrication in my vagina.  When i have had sex, there have been a few times that it hurt really bad.  I have been very moody lately and will cry for basically no reason and my sex drive is definitely lower.  I may continue on with my 3rd ring but if the bleeding doesn't stop, I will definitely be switching.",2
"I have tried many different kinds of birth control pills during my search to find the right one. This one wasn't the right one for me. I constantly felt nauseous and developed urinary tract infections and yeast infections, strange discharges and odors. I didn't have those problems on the other pills. Also I would experience randomly on this pill the loss of my sex drive. For the people who know me, that's nothing like me. That side effect scared me and was the last straw that pushed me to switch.",2
"I have been taking Fetzima for 2-weeks. Headache is my major side effect. I am not used to having headaches and it makes me feel foggy. I do sweat more than usual when I am hot. Positives: decreased appetite, weight loss. This drug is not as effective for anxiety as Paxil, but I gained 20 pounds in 3 months on Paxil.",2
"I have a lot of fluid in my optic nerve, blurred vision. I have couple days taking this medication twice daily, and it give me some side effects ...gives me tingling in my fingers and toes, nausea and I also experienced dizziness but my doctor says it will go away in two weeks.",2
"I have started Neurontin again, and within a day or two I got some relief from my pain in my feet and legs.  I can tell when I miss a dose. It is the only medication that I have tried to take for my neuropathy. However, I was on methadone for years and I did not feel the pain until I was on a low dose of methadone. That's when I started to take the Neurontin again.",2
"This has worked very well for my acne, nothing I have tried in 3 years has worked this well. However, I am an athlete and I'm out in the sun everyday and if this same thing applies to you, do not take this. It makes you very sensitive to the sun and you will be in so much pain, especially in your hands. If you start taking this and feel sensitive to hot and cold, and notice your hands turning red then stop using this immediately because it only gets worse.",2
"The taste was the worst part, followed by all the water. I mixed the first dose with white cherry powerade after reading the recommendations of some the reviews, and I wish I hadn't. That made it worse. I could hardly stomach it. My instructions said to drink it within 20 min, but I think it took three or four hours for me to finish 70% of it. I gave up on the rest and poured it back into the little bottle so I could use the water cup, and after my stomach calmed down attempted to drink the remainder. It was easier drinking it out of that little bottle since I couldn't smell it. The second morning dose mixed with plain water was much easier to swallow. Bowels were liquid fairly quick, though weren't clear until 2hr before procedure.",2
"Well firstly I just wanted to say that I've had the best night of my life sitting here after popping two dulcolax - unaware of what's install for me. I took them at around half past midnight then came online and saw these reviews. I've been laughing my absolute head off for over an hour at all the comments. I'm partially scared, because after everyone claiming to have almost died, I'm now expecting the worst ",2
Only been taking medication for a flare with my asthma. Have taken it for 4 days and am having terrible nightmares and been very shaky. Feel very anxious to.,2
"So I had implanon for 3 years and loved it. I got it because my cramps would so bad I would have to leave school, and my periods were really heavy. For the first year, I had really irregular heavy periods, but after that my periods stopped all together and now I don't have one at all. After the implanon my doctor told me about nexplanon which is basically the same thing but it's not. I've had nexplanon for 1 year and have had no sex drive, terrible anxiety attacks, and have gained about 12 pounds. Getting it taken out ASAP",2
"It made my symptoms abate, but had an extremely unpleasant fast, pounding heart beat, after 2 doses, so I stopped taking it.",2
"I didn't notice a big difference on Ablify. I feel more level headed but also I feel more indecisive, dizzy and restlessness. I was on 10 mg for 3 months and the restlessness was so bad I couldn't sit still.",2
"I am a 20 year old female, one of the youngest patients my doctor has ever treated! Thankfully being pregnant helped me detect it! I'm on my 3rd week of treatment with Zepatier. The first 2 weeks have been fine with a few headaches here and there but now I'm in the 3rd week I've become really ill. I'm not 100% sure it's from the medication but I can't think of anything else it could be and nobody else is ill. I have a really sore throats and dry mouth, my joints hurt and I just have no energy! Luckily I've not been sick but I'm on day 2 of this illness so it could go anywhere! I'm going to speak to my doctor on Monday if I'm no better and keep you updated but I will keep on my medication so I can fight this!",2
"I am on risperidone for 2,2 years. It seems to be OK for its main purpose - I haven't had any hallucinations since I started it. However I be been leading a very balanced and calm life without any major stresses which seemed to be the main triggers of my psychoepisodes in the past. But! I've gained 22 pounds for two years and I have never been overweight in my life. Plus, over the time I developed a very disturbing hunger that never stops even after I eat lots. I feel full when my stomach is literally full and stretched. But after an hour I feel hungry again. In, addition to that stomach pains not too sure if its caused by excessive eating or a side effect on its own. Other minor side effects are muscle pains, nightmares and memory loss.",2
My first full month down. I have had severe headaches.My acne is worse then it's been in years and it's itchy.,2
I must say I am so happy I found this site. It is comforting kowing I am not the only one that feels like they have been lite on fire as soon as this stuff hits my vagina! I have used the 7 day course before and I have to say this is the worst I have ever felt. Burning and itching from inside! The only suggestion I really have is to freeze a water bottle before hand and put it between your legs. It really does help sooth and take your mind off the mindless burning and itching until it's tolerable!,2
"I'm on my first week of this pill and let me tell you, I'm really considering just to stop taking it. I have been so depressed and emotional the past few days I feel like there is nothing to look forward to in life. Also I spot every day and it yes so annoying because I want to wear my nice underwear but can't and I really don't want to wear a pad all the time. I know my body is getting used to it so I will try my best to continue it. Everyone is different and I hope that they are having a lot better experiences with it than I.",2
"Well....20 pounds gained later I'm not very happy with this pill.  I've talked to my doctor numerous times about this side effect and she says you will feel hungry all the time but you just need to tell yourself not to eat.  The weight gain has made me depressed and self conscious, beginning to think this pill is not worth taking.  Other than that, it has helped my periods and I haven't gotten pregnant so that's a plus.",2
"Have been on Livalo for a few years, 2mg a day. I'm a female, 28, 2'3, normal-petite. First I have to say reading all the reviews r not useful to many people. U cannot compare yourself to a 72 yr old or a 32 yr old or even female/male. I feel u can only find answers when u compare yourself to the same type of person. I do not take any other medication except for Xanax for panic/anxiety disorder. After a few years of taking Livalo I'm experiencing horrible joint pains in my toes and feet. I feel like I'm 78 when I get up in the morning. There is no history of arthritis in my family. My mother lived to 94, my dad 92. They had little health issues but not til they were old. I'm so depressed now, I don't want to be around friends. My feet hurt",2
"I got this back in 2006 so I wouldn't have to take any pills, I bled the entire first year....seriously. The second year was way better and so was the third year until December. That's when the bleeding started again on and off; that went on for like three months and now it has started again. I will be getting it removed in a month and I think I will gain much peace of mind. I have been very moody and my sex drive is no where to be seen. The one good thing about it was my periods were very light, that I will miss.",2
I've taking topamax for three years.  It helped but I started getting eye pain behind my left eye.  My eye would throb like a bird was pecking at it. I went to several doctors about it and U of L dr. figured it out...it was topamax causing the problem.  I'm  off of the meds.and having very little pain behind my eye.,2
"About 3 years ago I was on Lexapro 10mg, then I was off. Then about 9 months ago I was on Lexapro 10mg again then up to 20mg but my libido pretty much became non existent. I had weight gain, I tried working out but it didn't help the problem. It worked with my anxiety but after a while I felt like it was wearing off and I was becoming accustomed. I had lost my job and had no insurance so I couldn't afford my Lexapro, so I was cut off up until about 3 days ago. The withdrawals were INSANE, I had so many attacks and brain zaps I really wanted to crash my car into incoming traffic, I would have my mom come pick me up while I would park on the side of the road.",2
"I started off on 2mg they had no effect so Gp upped to 10mg. By the second day the pain had reduced substantially and things felt good. I've suffered for eight years with sacroiliac pain S1, herniated discs L4/2/6 at base. Just had successful total hip op. However I've had to come off them due to the very bad side effects, nausea, crawling itchy feeling under the skin,unable to sit in the sun and if I did suffered greatly, irritability, very low mood, and worst of all hot flushes. I'm back to my old self now. When peps start telling you you've changed, it's no joke and was very relieved to get them out of my system. Having said that, I know they work for some.",2
"I started using Ibersatan about 2 years ago, after I developed severe side effects on Perindopril.  My blood pressure is well controlled and I thought the medicine was okay.  About 2 months ago, I went for holidays and missed out on treatment for a 2019s but I felt much stronger contrary to the expected.  On resuming treatment, I became very ill. I have been experiencing, hot flushes, cramps in my thighs, night mares, severe hot flushes and extreme weakness.  At first I thought it was malaria, but the tests were all negative. I took anti-malarial medication just to be on the safe side. The symptoms have just intensified. I also wondered (still are) for a while whether it is early menopause.  I have had several gout attacks while taking irbesartan.",2
