Comment,Score
My blood sugar level with Actos is higher then without taking it.,1
"I received the implant in May 2012, I loved it at first. My implant never hurt, I didn't have a scar or anything. However, my mood changed drastically. I went through anxiety, depression and I gained almost 30 pounds. I've always been very active so the weight gain was unexplainable.",1
"Omg help I'm crying so bad this pain is no joke. It itches so bad after inserting the cream. My lips are swollen so bad I can't sleep I inserted the cream at 9pm it's now 11:49 pm and I'm still in pain. My doc told  me to get this never again! Why me lord. I can't walk, can't sit! HELP ME",1
"I hate to be another bad contributor but... I basically, started out fine. No period for the first month. Then I was bleeding for the next two months. The worst part, gave me the most ridiculous acne of my life. I have never broken out on my jaw line ; cheeks before this shot, so that was very strange; painful. I have been off of Depo ; switched to Trinessa am on my 4th pack. I STILL am trying to get my skin normal and regulate the hormone change. And I'm waiting for the dark spots from my acne from months ago to disappear. It's nice to not remember a pill, but because I had such bad side effects I didn't even try to get my second shot. ",1
"My name is Helen Cales. I hope I can help you make a wiser decision, because I truly care about your health and how this can effect your life. I can only write so much, so I cant exactly share my whole story, but here are the Time Line of Events: Insert May 2014. First one broke in arm October 2014. Replaced Nexplanon in November 2014. About this time started having serious panic attacks. I was nervous all the time. Shortly after I was hospitalized for suicide attacks, I felt like something was taking over my body &amp; I had no control. After pleading my case my Nexplanon was taken out January/Feb 2012 and I have been on the road to recovery ever since. I am doing much better today, have control over my body ; emotions. DO NOT USE!",1
Did not work at all. ,1
I have been suffering from chronic hives since 1 years. Every night I'm taking cetirizine which makes me to fall asleep. Now I couldn't survive even a single day without taking it. My hives are killing me if I miss a dose.  As you all know tablets are not that much good for health.,1
Hi Everyone I have been on Doryx for nearly 3 months. The pimples on my face and back have gotten worse and worse I am constantly breaking out to be honest my face is worse being on this medication then it was before i started it.,1
I have been taking this medication for 2 days now at bed time was recommended by my doctor. I have been having severe nightmares... awake half the night and exhausted in the morning.I am waking to my heart rate beating faster than when I work out. I am not going to take it tonight and see what happens. I haven't read anything about the side effects I am having has anyone else had these side effects?,1
"I was prescribed chantix by my Dr.when I wanted to quit smoking.I've been smoking for yrs.To make a long story short,all was going fine for the first 2.2 weeks&amp;then I woke up one day&amp;had severe allergic reaction.I had welts all over my body,from head to toes.I called my Dr and got into see her that same day&amp;She gave me a shot in her office&amp;a prescription for the itching.After taking one of the pills a cool shower,I laid down to rest.After about 30 minutes of laying down,I sat up&amp;the itching was still severe,but I couldn't catch my breath my voice was barely there.My bf wanted to call 911,but being stubborn I agreed to driving me to hospital,where they gave me IV benadry the welts got better.Worst experience ever.Be VERY careful with this med.",1
"I got switched to it because with the birth control I was taking my periods were irregular. Both of the months that I was on this I had two full periods, one in week 3 and one in week 4. I had mood swings and I was emotional the whole time I was on it. And the worst part is that I've weighed the same thing for the past 3 years, and after being on this for 2 months I gained 3 pounds and after 2 and a half months of not being on any birth control I still have it. Two months was way too long for me.",1
"The taste is DISGUSTING. I was on suboxone for years, now have to take this via my insurance. I now have chronic stomach pain and nausea and like others have said, it barely stays in your system. I feel sick every morning until I take it.",1
I've had recurrent bv for 9 months. I've been to my gyno EVERY month. She put me on Flagyl EVERY time and it always came back. Please try this all of you that are tired of fighting bv. I used Nuvessa and Clindamycin and used Norforms all last month and THE BV IS GONE !!! I really think the NORFORMS cured it !! Why didn't my Doctor tell me that a 4 box of this would cure it ?? Sad. They are all about making money.  I'm BV FREE FINALLY !!!,1
"I am a 39 year old woman with a history of DVT who switched from warfarin to Xarelto . Shortly after starting the medicine I began to experience migraines for the first time. After two weeks of being on it, I began my menstrual period as scheduled. The period was severe bleeding 2 days straight, at that point I went to the ER, I ended up with several blood transfusions that were not helping, my hemoglobin was dropping to dangerous levels. The only thing to be done was an emergency uterine ablation. I believe that blood levels DO actually need to be monitored. My blood was so thin I was not clotting. ",1
"I was on this pill for over 2 months and it has been the worst experience. When I first started taking it, it was fine but 2 months into it I started gaining weight.. And gained up to 3 pounds. My breasts went from a b to almost a d cup and hurt all the time. I was super angry and depressed all the time. It got to the point where I did not want to get out of bed and go on with my normal routine. I lost many friendships due to being depressed. I also did not go to school for over 3 weeks. I would never recommend this pill to anyone. I should of not taken it when I saw the reviews the first time. I just switched to a different pill and already lost 2 pounds in 2 weeks!",1
"I don't normally write reviews on this stuff but this was so horrible I had to... if I could put a rating of 0 on this birth control I would.  Not only did it make me a raging bitch for months, it also made me more depressed and anxious than ever before, and gave me the most severe period; in my whole life.  Half way through the second month on this pill, I got mass amounts of break through bleeding and such severe cramps that I ended up going to the ER!! Even after this, my doctor said I should stay on it and finish the pack. No way was I going to put myself through the struggle- I threw it all out. I would NOT recommend this to ANYONE for ANY reason.",1
"Had it in for three hours and the headache and dizziness started. Luckily was able to get it removed within 24 hours, but the headache is still here five hours later. From what I've read, this is a terrible drug and I'm so glad I got it out of my body!!!!",1
"I'm male, 22, and a diabetic on insulin. I developed severe diabetic-onset peripheral neuropathy six years ago and was prescribed Neurontin at that time. I took it for a couple of weeks, and it did not work well for me. I felt nauseous, and my thinking was not clear. An ER doctor prescribed Cymbalta, and that medicine has been a God send. I do have to live with the side effects of sometimes having trouble sleeping and sometimes feeling wonky-headed, but those are easy trade-offs for the complete pain relief that I feel.",1
"My son has been taking this for awhile now.  He is 2.  He is on 22 mg, and 3mg of Melatonin, he gets a little sleepy, before bed, but otherwise it's hard for him to fall asleep, and he is up at 2:30-2:00am every morning. I don't like it. I was on this at one time too, did nothing for me, so now I take Ambien CR.  I have been on Ambien for about 9 years.  Wouldn't change a thing.  I wish I could find something that worked for my son now.",1
Had taken Diovan 120mg and a separate water pill 12.2mg. Then my doctor switched me to Diovan HCT to save money. No good. Wound up with a severe rash. Switched back to the two pill system and now am fine.,1
"HORRIBLE! If you are  use to taking ortho tri cycline lo, this is not a substitute! I've had crazy mood swings, depression, Fatigue, bleeding, nausea day and waking me up at night, and to make it worse I've am broken out worse than I have been in years. Almost worse than I had in middle school and I'm 31. Stay away!",1
I took this as an emergency contraceptive 12 days after the start of my last period 12 hours after the condom broke. My boyfriend since left for deployment and 3 weeks later I found out  a surprise! 3 weeks pregnant. 3/3 would never trust this again my doctor was even shocked.,1
"So today I started Augmentin &amp; I&rsquo;m 18... so after I took it, I felt light headed &amp; very nauseous. Like so nauseous I was burping a lot. I haven&rsquo;t made a Bowel movement since I&rsquo;ve taken it so I don&rsquo;t know for I have diarrhea.? And my stomach just HURTS. Should I stop taking it?",1
I was put on this medication.  By doctors telling me that I heard voices.  When I didn't.  I was put in the hospital.  By a police officer  who thought I wasn't fit to drive. As I was having a diabetic hypo.  He thought I was on drugs.  And locked me in the  hospital for 3 weeks.  I was forced to have injections of invega. After this I had stabbing pains in my liver my blood sugar levels jumped I gained 12kgs.  I haven't been able to orgasem. It has been 3 years  since I was put on it. And 18 months since I last had it. I am still over weight.  I'm now on diabetes medication.  My liver is nearly 3 times the size it should be. And my sex life is over . All because of this evil medication.  It should be banned.,1
I was recently prescribed this medication and it did not work at all for me.,1
I was given the oral pill because my partner and I had thrush symptoms. Half an hour after taking it my penis was burning. Twelve hours later and I am still in too much pain to think about anything else. I have swollen skin and rash in different parts of my body and one has grown into a blood blister. I would think twice before giving this to a boyfriend as there has to be better ways to get rid of thrush. The pain is going down a bit so I feel a bit better but it is still very painful. I am drinking water and hoping it will pass soon!!,1
"I became pregnant with twins, as I was not informed to refrain from sexual activity for 2 weeks. ",1
Stay away from this medicine!!! It's horrible!!! It caused me to develop depersonalization/depression. It also made me feel anxious and confused. I really haven't been the same since I took it.,1
"After 1.2 years of taking 120 mg of Avapro to control my blood pressure, I realized that what started out as fatigue developed into my becoming almost non-functional shortly after taking it....feeling totally exhausted, sleepy, and poor balance issues.  Didn't control pressure well either.",1
"I was on this for 3 months and only got up to a 30 mg dose. My lips peeled, my face peeled, I got depressed and finally it made me want to die. I am a super positive person, and I don't think I could have felt so bad about myself. And on top of it my skin did not change because I wasn't able to complete the treatment. Stay away.",1
So glad to find this site and to read I'm not the only one who has experienced awful side effects. Only had the one injection and bar a couple of weeks in total I have bled the whole time. This has been going on for almost 2 months now. Starting to affect my relationship. Avoid like the plague if all the other reviews are anything to go by.,1
"Worst medicine ever. I'm not allergic to anything by the way. I was prescribed for a uti and had to stop after 2 days. Migraines, eyeballs throbbed, chest was in excruciating pain, neck pain, upper and lower back pain, stomach and ovary pin, and leg pain, especially in the knees, onto of of that, nausea, loss of appetite, dizziness, the immediate and random need to throw up, and worst of all...a red rash all over my body. To top that off,  and loss of sex drive. I have never had an allergic reaction to a medicine before...I will never take this again. BEWARE!!!!",1
I found that the side effect of lack of appetite was truly terrible  .Food had no taste and I just couldn't eat.  I also didn't sleep well.  I haven't taken a pill in 3 days and I'm still not eating right.,1
"This medication gave me headaches from the very first dose. They lasted 3 weeks. I volunteered to try bunivail, so I stuck it out for 3 full months. I have to admit these have been the worst three months ever. I would sweat all day. Hot yet had the chills, I couldn't enjoy food. I forced myself to eat. I would start having withdrawals 4-2 hours after I took it. The ungodly hunk of slim that was left over after an hour would float all over my mouth. This drug sucks. Today I got put back on subs and I kid you not  I feel amazing. I am normal again, if I missed a dose of two of subs I was fine with this bunivail I had to do more than I was supposed to just to feel normal. I wouldn't recommend anyone to switch to this crap..",1
Just took the pill and already making me sick ,1
I was on gildess for a year when all of the sudden the pharmacy switched me to bilsolvi 1/20. For the last few months I've been experiencing extreme anxiety to the point of jumping out of my skin. I can't sleep. I'm not sure if it's my anxiety or the pill causing my extreme nausea everyday. But it's almost unbearable. I do not recommend this pill. I've been thinking oh man am I pregnant? Because of the nausea. So I thought after months let me look at some reviews. To my amazement there isn't one good review on this pill. I haven't gained weight but I feel like crap. Switching asap!,1
I got pregnant on this pill at 40! Missed four menstrual cycles in less than a year. Find something else to use.,1
"I chose the Skyla after my second child. It was inserted 8 weeks after baby. At the 4 week follow up, they could not find the strings. 2 ultrasounds, pregnancy test, x Ray,  and CT scan later, they located the IUD in my abdominal cavity which required lap surgery to remove! What a disaster!",1
"Honestly, I can't even believe this drug is still on the market.  Sure it may work for a couple weeks, but after I was on this for 3 months back ending in about 2012, I had every side affect listed in the brochure. I literally had to stop by the fire station on the way home from the pain clinic because I felt dizzy and like something wasn't right.  My blood pressure was 184/142.  The problem was it took over 2 months for it to come down, and now it's like 130/82.  This medication also turned my urine black, like blackened blood, that smelled putrid.  I got off the medication, then heard it was pulled due to a class action law suit.  Then I just stumbled on this... Wow!  I guess if your going to be on it, I wouldn't stay on for more than a mo",1
I was on this first with tablets for a fortnight then injections once a month for 3 months. It gave me SEVERE mood swings and forgetfulness. ,1
"I had been taking the name-brand of this contraceptive for probably 18 years.  Then my insurance decided it would only pay for generic.  I started this one in October.  By Thanksgiving I had a raging allergic rash on most of my body.  ER dr wrongly diagnosed me, and after 2 other dr visits and a biopsy, they discovered it was an allergy to this drug.  It is now mid-February, and after 3 rounds of steroids, I STILL have some of the rash.  Torture for sure!",1
"I have Shingles, on the 2th day I had pain so bad I could no longer sleep, a rash on left side front and back. I started on an antiviral on the 3rd day, which now at over a week is starting to lessen the symptoms of pain and red rash with blisters. But that gabapertin did not help at all with the pain, and caused anxiety and irritation. I asked my doctors office, to take note of it for the manufacturer, but they said they don't do that, that its up to the manufacturer, which made no sense, if the doctors who prescribe it don't inform the manufacturer, how would they know? The medicine is bad news, and didn't work for me at all, worse that that, it made me feel worse.",1
Zyprexa withdrawal is the worst thing that has ever happened to me in my 22 year old life. I took 2.2 mg for 2 years. Sure it helped me sleep for a few months and that is why I did not know what was causing the terrible grief and over all health problems I was experiencing. I was fainting without warning because of this drug. It ruined my life and I have not touched zyprexa in almost 2 years! It is a drug so terrible it should not be prescribed to anybody. The makers of this drug should be totally ashamed of themselves. They really should be punished for what they have done and continue doing to peoples lives with this drug. No joke.,1
"I started taking sigmapharm brand liothyronine. Almost immediately I got terrible tremors that last for hours. I was taking a very low dose 22mcg. After a week I also got a hypoglycemia attack, and I am not diabetic. Discontinuing and going to try perrigo brand liothyronine.",1
This is my second go around with this medicine. My sugars stay in the 200's. It makes me eat ALL the time!,1
"Orsythia was also given to me in place of my usual Lutera. I have never experienced side effects of any kind with Lutera, but Orsythia has caused me to have frequent headaches, moodiness, and full-blown menstruation in the second week of active pills. ",1
"The label with dosage information is not clear. Under the last bottle I bought, the label was very clear: 3 ml not to exceed 2 doses per day. The new bottle dosage says: 20 ml every 12 hours. So which is it? 3 as needed, or 20 every 12 hours. Plus the direction information is under one of those peel corner tabs. It is very difficult to peel the corner off without destroying the dosage information and directions. I had to call a pharmacist to get an answer as to how much I should take. First pharmacist said  2 Tbls = 3 ml. Then another said 2 tsp = 3 ml. Very confusing label.",1
"Diovan 80mg was prescribed to me. It did nothing for my blood pressure. I started on 120mg/12.2, this increased my BP from 140/90 to 120/32 and gave me serious side effects such as nausea, diarrhea, etc. My sister takes this medicine without any problems.",1
"I started on the patch because of menopause (at age 32, no medical reason i.e. surgery). I used the patch for about 2 weeks and had to stop because of a rash at the application site. This was no surprise because band-aids give me rashes too. I had no problem with 0.2 but when moved up to 0.22 I started with the rash.",1
I had been on Latuda for two months.  Great medicine except I had severe muscle weakness.,1
"Im so happy I'm not alone here with saying this pill is absolutely awful. I've always had ok skin, but I get bad cystic acne, and got on this pill for this main issue. I've had bad stomach issues, but thats another story- I just wanted my face cleared up. I cry over how bad my face has gotten in the month I've been on this pill. My doctor told me it would take 3 weeks to work, yet told me 3 whole packs (3 months) a different time. I wish I never got on this. I was on Yaz for a month and it did wonders for my face, but made me incredibly nauseous. I'd rather go back to that in all honesty. Wish I read these reviews sooner. Don't go on this pill if you are looking to clear up acne, I'm worried about going off it now, what it'll do to my skin",1
"I took Seasonique for one month and the side effects were have been so debilitating I had to stop.  My side effects: weight gain of 2+ lbs in one month, breast tenderness, constipation accompanied by gas and bloating, lethargy spanning from feeling &quot;run-down&quot; to complete exhaustion where I slept for 19 hours, extremely painful cramping with diarrhea.  When I started bleeding the cramps were worse than ever before (part of the reason I began taking Seasonique was to lessen the pain and cramping associated with my cycle).  The cramping has been debilitating for 4 days now and is only mildly relieved with Pamprin.  My intention was to ride out the adjustment period but I couldn't and stopped taking the medication 2 days ago.",1
Worst experience ever!!! I had almost everyone's HORRIBLE side effects . Do not use this. I was given through an infusion with 20 mg benadryl and toradol. Never again!!!!,1
I was diagnosed as bipolar 2 20 years ago and use lithium as mood stabilizer. After a period of discontinuation of drug I switch to depakote and after that I have disk herniation problem and ear pain .,1
I was hoping it would help with acne and birth control but I have gained 2 pounds in 2 weeks and acne is WORSE and no sex drive. ,1
"Left Lexapro for Viibryd. First few weeks were fine. After about 2 weeks on 40 MG the terrible symptoms hit. Insane irritability, hostility, anger, anxiety, panic attacks, etc. My doctor with over 40 years experience told me not to even bother with a slow reduction. Just stop the medicine ASAP. He recommended taking 3 MG only if I felt withdrawal symptoms.  This was destroying my life.",1
I was diagnosed with UC and Crohn&rsquo;s almost 14 years ago when I was 2. I exhausted my treatment options this year so I was approved for the biological Humira. After the initial loading dose I thought I was seeing improvement but it was hard to tell as I was also on prednisone to control my flare. After my second two injections I woke up the next morning with my symptoms in full swing again. I know it takes time to start working so I just went with it. About a week later I started experiencing bad back pain and thought I had pulled a muscle when I went to the ER they found multiple pulmonary embolisms in my lungs and kept me in the hospital for 9 days (they never found the cause for this so I say humira ) then back 2weeks later for a UC flare,1
"I had Mirena inserted in 3/2/12 for heavy vaginal bleeding. I am 20 have had 2 children and have to say the insertion was painful. Since insertion I have been bleeding non stop along with heavy cramping and low back pain. The side effects have been horrible for me.. I have had major mood swings, anxiety, decreased appetite and no desire for sex whatsoever. I have recently been experiencing a stabbing pain in my right side which leaves me doubled over in pain for a short time. I had an ultrasound to make sure the Mirena did not move and was causing this pain to occur. Thankfully all results came back ok.. I have an appointment on 11/3 to have it checked but I am going to ask the doctor to remove it at that time.. not worth it to me.",1
"I have hyperemesis gravidarum. Never have I experienced relief with Zofran, minimal, if at all. Constipation goes hand in hand with this drug and I'd rather have N&amp;V all day than be as constipated as I am right now. You have to weigh your pros and cons with this drug, and it's not for me.",1
I paid a doctor $22 online thru Contrave website and $30 for the medicine.  I've been doing exactly as prescribed with zero results.  I can't even tell I'm taking anything.  I have been on it for 2 months.,1
Save your money. Doesn't work,1
Did nothing to help my depression. Made me feel suicidal and zombie like,1
Threw weeks after the initial start of this birth control I lost all my hair and still losing. I asked the doctor will it affect my hair and they said it would not and it definitely did. I'm distraught. Still no period it it's going in two months. I'm worried this implant did servere damage to my body. I wish I never put that bc in my arm.,1
I have received Remicade infusions to treat Crohn's. Felt bad right after the first infusion but was convinced by my physician to continue. I have also received Prolia by injection to treat osteoporosis. I decided to stop the Remicade after 3 infusions as I could feel no benefit and had felt very ill throughout. 2 months later I was diagnosed with metastatic breast cancer - this is in spite of having annual mammograms. I can't help but think the Remicade is linked to the eruption and rapid spread of my cancer. Beware!,1
Still delivered prematurely at 29 weeks! The injections were painful and the side effects were terrible. It's unfortunate that Makena is so expensive and ineffective.,1
I took this about 3 years ago for a massive mental breakdown I was having panic attacks multiple times a day I couldn't get out of bed I couldn't leave the house I couldn't eat I couldn't do anything I was prescribed this and ativan and eventually after probably a month of horrid horrible experience I started to come out of my anxiety depression all of it I came off of the drug probably a couple months later and was completely fine for about 2 years with just normal anxiety that I could manage. I tried it again a couple weeks ago for the same reason and it was hell was suicidal within the first 3 days in every side effect I can think of I discontinued immediately now looking for something else ,1
"I've used this product before with no problems.   However, I took a dose at 2AM this morning because of a nagging cough and have been extremely sick ever since.  Horrible diarrhea, dizziness and nausea.  Sitting in bed with a trash can next to me wishing that I would just throw up so I'd feel better.  I hope this doesn't last 12 hours.  I'm getting to old to waste a day in bed.",1
"Age 23. I had my 1st Mirena at age 18 due to very heavy and painful periods. The first 3 years my period had stopped (can't remember after what month)  with just a few days of spotting here and there. During the last 2 year of my Mirena insertion, my period returned. They were normal when compared to my periods before the insertion. So I had a new Mirena inserted 12/14/12. It's been 2 months and  I have had very heavy periods every month with painful cramps. I have to empty my menstrual cup every 3 hours (when nomal periods can go 12hrs without emptying). I'm going to wait another month to see what happens but I might switch to the pill if this continues. Has anyone's period stopped after 2 months or a year?",1
"this scary because I had a blood transfusion because of heavy bleeding, I thought I would get relief but no. I have been in pain since day one  I would deal with everything if it would just stop my bleeding .The cramps are so severe Ibuprofen isn't even working I'm definitely switching . I would advise ladies to take note of all these stories because if I had saw this I wouldn't take this at all. I'm in hell right now",1
"Terrible did nothing for pain, all I did was sleep and feel letharigic. Pain increased dramatically, I am totally miserable.",1
Did not improve nausea.   It gave me a migraine like headache.,1
"Two weeks had flu symptoms. Went to ER next day with horrible headache, fever, body aches.  Tested positive for flu and prescribed Tamiflu. Took right away w/ food and felt even worse! Throwing up, acid in my stomach, insomnia and then got the panic attacks and depression.  I did some reading and there can be issues with this w/Tamiflu.  I am not on any anti-depression medication or anything.  But I actually felt like I could die and it would be better.  The thoughts racing through my head were horrible.  Dr. gave me Ativan to help me sleep and calm down. Only took 1/2 pill at night to help sleep.  I got over the flu after about 2 days.  Another 2 days of feeling bad from flu would have been better than what I experienced. Never again!",1
I've been contrave for almost 2 months I haven't lost a single pound I still get hungry. Oh my goodness the sweating is horrible please help I don't know if i should give up on it.,1
"I was diagnosed with pneumonia and was given levaquin 220 mg for 3 days. I'm on day 2 and everyday I get fever, shivers and chills not to mention the extremely bad headaches!!I'm going to let levaquin go !! I am going to throw the rest of the pills. I have no idea how do they prescribe it!",1
"I was 120mg. Was great for my mood, but I had several side effects including: increase blood pressure, tachycardia, urinary hesitation, constipation, bloating, stomach pain, dry mouth, nausea, and UTI. My Dr. told me to choose whether I wanted to feel good mentally or physically. Looking for new Dr. I think I deserve both.  one without the  other is simply existing,and I want to live life happy and healthy.",1
"I'm glad it works for most people - it most definitely did not work for me. My doctor warned me about feeling tingly but that wasn't all-I took it at night like I used to do with Imitrex.My migraine had progressed to the point of not being able to function, nausea-the usual. I woke up and felt groggy, probably shouldn't have gone into work and DRIVE my kids to school but, the pain was done, it was a good 12 hours since I had taken the medication so I figured I was OK. Boy was I wrong. I could not function, my brain was dead BUT the worst part was the uncontrollable sobbing. I was crying for no apparent reason, for HOURS- The whole day! I had to leave work and have my mom pick up my kids and take care of me-nausea lasted all day too. NOPE!",1
"I advise you all, to not take this pill. It is an absolute nightmare. If you wish is to cry all day long, get angry at everyone, have other people mad at you for being emotional, not be able to do anything with your life, and generally if you are wishing for misery, then this is the pill for you. But I would like to take revenge against the people who invented this pill. They knew if they up the estrogen dose on the pill their patients would need to be prescribed antidepressants which - CHA-CHING!! - is a plus for them as their eyeballs look like this ($) ($). This goes for Loestrin Fe too, which I am on now.",1
Started the depo shot in May 2012 haven't had another shot since and still dealing with constant sometimes very very heavy periods and its February 2012...2 MONTHS!,1
"I HATE THIS BIRTH CONTROL. First month if taking it and my face completely broke out like I've never broken out before. My depression and anxiety was off the charts, also I had low sex drive. I was not happy with this. Don't take this BC you'll regret it!",1
"I would just like to point out that I wasn't taking this birth control for protection while having sex. I am a lesbian. I was taking this medication to help with the severity of my periods. When I first started this BC, everything seemed great. This was my third time switching pills so I thought I finally found one that was great. After three months this was sadly not the case. I became very angry and furious at everything and everyone for no reason. This pill made me extremely depressed and anxious so bad that I could barely sleep. I almost ended things with my spouse because I was so angry at her (for no reason). Cramps are horrific and I thought I was going to have to go to the hospital. I am giving up on BC completely",1
"I switched to this pill from Jolessa (Seasonale generic) because I was sick of the non-stop bleeding. Sprintec did stop the bleeding within two days or so, and I haven't had any problems with it for about two weeks. However, near the end of the second week, I had some spotting. I kept taking the pill at the same time everyday, but all this did was make the bleeding worse. I've already ruined three pairs of underwear and one of my pajamas because this pill gave me the heaviest breakthrough bleed I have ever had. Every morning, I would wake up with excessive bleeding. It was that terrible, and made me anxious every time I left the house that I would bleed through my clothes. I wish I had never taken this pill.",1
"3 weeks into taking this birth control I experienced severe anxiety, debilitating panic attacks that sent me to urgent care and kept me from working, depression, sensitivity to light and sound, racing heart, insomnia, and a complete personality change for the worse. My family didn't want to be around me. I stopped taking this drug 4 days ago and already feel a tremendous difference. I no longer have anxiety about going to bed at night, or driving on fast roads, or anything else that used to shut me down before. I have noticed a difference in my outlook on life, my personality, and it's only been 4 days. My doctor told me it can take a week to get completely out of my system but I am seeing improvement everyday. Consumers BEWARE of this drug.",1
"I had a problem in October.. went back for a follow up November 12, 2016 and the clinic kept trying to convince me to get on birth control.. I refused but then they told me about the depo shot.. you won't get your period for 3months, you won't get pregnant, you can have sex without worries that's rubbish! I regret ever taking this shot! I started bleeding in December and it hasn't stopped! It started with brown spotting and now I'm bleeding bright red heavy blood! This is ridiculous! My boyfriend and I haven't had sex ever since the bleeding because it makes the bleeding worse! What was the point of this injection?! I am scared I will never stop bleeding.. I called the clinic and they said I should stop bleeding once it wears off (January 27)",1
"Anytime you go into an ER with a migraine the doc will automatically try an avoid real meds and instead says we're gonna try reglan which has a sedative effect and then add Benadryl and knock you out, turn off the lights and close the door for Dark and quiet. Good thing for any kind of headache. About thirty minutes later the doctor rushes in flips on the light and says how's the headache? At thirty minutes of sleeping your just starting to hit REM. You're groggy from the sedative effects therefore not thinking clearly so you answer like um ok I guess. Great lets get you outa here.On the way out as you're waking up you realize the pain is still there but too late. Reglan is great for the Doctors but does nothing for the patient.",1
"I took Yaz for 3 days and stopped immediately after that.  On the 3rd day of taking Yaz, I experienced numbness and tingling in my left arm and hand.  I felt some heart palpitations, but then it stopped.  On day 4, I woke up still feeling that numbness and tingling, and started to feel my heart race so quickly, I also got shortness of breath. I felt sick, so I went to my pharmacist who told me to stop the pill and see a doctor.  At this point, I started to feel a little better. I went to the medical clinic and saw a doctor who checked my heart rate, which turned out to be elevated.  The rest of the check up was ok, said to go to hospital if Inhave bad reactions again.  So sorry that I took this pill in the first place.",1
"I was switched over to this medication after taking celexa for 6 years and a trial run of cymbyax. I know you have to wait for medications to work, so I stuck it out.  2 months later and nothing had changed. My anxiety gets so bad that I actually crash (sleep, fatigue). It's like my mind goes 100 mph and I go just as fast. My anger outburst got worse as my anxiety kicked into high gear after taking this. Just because it didn't work for me doesn't mean it won't work for the next person! It works great for my sister in law, but for me it just made things worse.",1
"Worst medication ever! First time taking it I had PVCs and then the second time had rapid heart rate, headaches, mood swings, and couldn't catch my breath. Normal things were hard to do. NP cardiologist said it is an adverse reaction that she's seen with this name brand. Stopped it and going to a none hormonal IUD.",1
"Mylan patches do not stick as well as the Qualitest ones, which work great. Pharmacist tried to give me the Mylan as substitute, said to use a bandaid to hold them on...been on the Qualitest ones for several years.",1
Did absolutely nothing for my back-muscle pain.  ,1
"I'm a regular user of my old birth control for 2 years but went to a new doctor for my annual exam and she had me take this. HORRIBLE. First week on this stuff and my face is just COVERED with pimples, my face is itchy/irritated, and I feel awful. Never experienced this with my old birth control. I know it's only been a week and give it time and whatever. Yeah, no way. I'm just going to finish this month and go back to what worked. I'm writing this review to confirm that I experienced acne as a side effect of this pill.",1
Only made me sleepy after taking 6 throughout the day to try and subside anxiety.,1
"This medication can damage liver function. I was prescribed with Lamisil, after 3 days, I discovered my urine turned into dark tea color,  I fell into sick. I go my liver test result came back, it showed my liver was damaged, it's 3 times beyond more than the normal result. I wasn't able to continue to use Lamisil. I also checked if I got any kind of hepatitis, the results came back which indicated that I had never been affected with any kind of hepatitis. Eventually it took me almost 1 year to recover from using Lamisil.",1
"2 months ago my insurance informed me they no longer cover Ortho Tri-Cyclen Lo (that had no side effects)  and would basically have to switch to the generic form, Tri-lo sprintec. Being assured that it was the same thing and that keeping ortho would cost about 120, I went ahead and took the generic. I could only make it through 1 and a half packs before I couldn't take the side effects anymore. I was gaining a lot of weight for no reason, constantly bloated, breaking out, fatigued, suddenly depressed for no reason, spotting and even my period just starting for no reason! I finally finished my second pack today but my period started a week ago. Told the pharmacy to switch me back, worst BC, not the same as ortho lo.",1
Headaches. Back pain. Nausea. Cramps. Periods heavier and longer than without it. Heavy spotting a week or two after my period. Absolutely horrible. Ratings are 3/10 everywhere. Unsure why it's still being prescribed if so many woman suffer symptoms.,1
"It ruined my life. I am pretty sure that I was blessed with every negative side effect I could get from it. I got it inserted a month after having my daughter, I had lost 10 pounds of my baby weight, and with no diet change gained that all back with this birth control and then some. I went from 130 to 162. I have horrible depression. I am always fatigued. I have horrible control over my eating and cravings. My anxiety is so intense I can hardly drive anywhere. I have no sex drive and get mad at my husband when he wants it. I am overly sensitive and extremely moody. My hair is thinned and falling out even after switching too better (and pricier) hair products. My skin is always gross. I get one UTI after another (my first ones at that).",1
The only thing this med did was make me yawn 24/7,1
"Well, it seemed like a good decision at the time. Insertion was fine- one mind numbing cramp but over pretty quickly, but I've always been pretty easy when it comes to periods and the like. By day three I was feeling well enough to have sex, despite the dryness. Day four- learned that post-sex cramps are apparently a thing; with IUDs. So that was fun (not) Day five- horrible dryness and, what's this? Day six-a yeast infection?! Is that a side effect of skyla? I don't remember reading that.. Oh, apparently vulvavaginitis&quot; aka any sort of angry vaginal infection includes yeast infections, and occurs in like 20% of users, way more with Skyla than Mirena. Preventing pregnancy by vaginal hell-fire! Not a satisfied customer.",1
"Did not notice any relief in pain.  I did develop welts on my face, hot eyeballs, itching like crazy, nauseated most of the times.  I also felt as though I constantly had the flu.  I would like to back on Norco 10/322 x 6/day or oxycodone 12mg /6 day.  oh- severe constiptation. Really disappointed!!",1
"I'm currently on my 2th week of Differin. Things aren't looking up. I'm in college and I'm currently interning before I get into med school - this means everyday practical exams and everyday patient evaluation. I've lost all my self esteem - I wish I never went on Differin in the first place. Should I stop it? I was said it took 6-12 weeks to see results, and improvement right after the first month. That never happened and honestly, I no longer want to return to my dermatologist. It was an absolute waste of money and time.  My face is exploding with cysts, especially on my nose. And I hate seeing my patients like this. What should I do?",1
